CODIGO;NOMBRE;Impuesto;grupo;TCPROM_INV_Sin_Iva;TCPROM_INV;ULT_PRE_COMPRA_Sin_Iva;ULT_PRE_COMPRA;PRECIO_1_Sin_Iva;PRECIO_2_Sin_Iva;PRECIO_3_Sin_Iva;PRECIO_4_Sin_Iva;PRECIO_5_Sin_Iva;PRECIO_6_Sin_Iva;PRECIO_1;PRECIO_2;PRECIO_3;PRECIO_4;PRECIO_5;PRECIO_6;UBICACION;Estado_Plu;Referencia;SubcategoriaCD;Subcategoria;CategoriaCD;Categoria;LineaCD;Linea;Marca;Cumulative Count
6797;SH PANTENE + ACONDICIONADOR X 400;19.0000;01;20168;24000;20168;24000;23109.24369748;24369.74789916;20168.06722689;;;;27500.0000;29000.0000;24000.0000;;;;;INACTIVO;;0;0;9613;SHAMPOO;96;CUIDADO CAPILAR Y ACCESORIOS;;1
6796;CREMA REVITALIFT CUIDADO INTENSO OJOS X 15 ML 346.;19.0000;09;32189;38305;32189;38305;44537.81512605;45378.15126050;35680.67226891;;;;53000.0000;54000.0000;42460.0000;;;;;ACTIVO;;;;6412;TRATAMIENTOS;64;COSMETICOS;L OREAL;1
6795;SERUM REVITALIFT LOREAL X 30 ML lineas  3620.;19.0000;09;45655;54329;45655;54329;50420.16806723;51260.50420168;38842.85714286;;;;60000.0000;61000.0000;46223.0000;;;;;ACTIVO;;;;6412;TRATAMIENTOS;64;COSMETICOS;L OREAL;1
6794;LOCION  MINI ARRURRU  x 60 azul;19.0000;03;6405;7622;6405;7622;7563.02521008;7983.19327731;6405.88235294;;;;9000.0000;9500.0000;7623.0000;;;;;INACTIVO;;;;6419;COLONIAS Y ESTUCHES BEBES;64;COSMETICOS;ARRURRU;1
6793;POLVERA POWDER PUFF ACETATO X 6 DN906;19.0000;14;1106;1317;1092;1300;1680.67226891;2100.84033613;1092.43697479;;;;2000.0000;2500.0000;1300.0000;;;;;INACTIVO;;;;;;;;;1
6792;POLVERA X 8 CORAZON;19.0000;14;1471;1750;1471;1750;2184.87394958;2521.00840336;1470.58823529;;;;2600.0000;3000.0000;1750.0000;;;;;ACTIVO;;;;;;;;;1
6791;POLVERA X 6 POWDER PUFF P-6;19.0000;25;1975;2350;1987;2364;3781.51260504;5042.01680672;1986.55462185;;;;4500.0000;6000.0000;2364.0000;;;;;ACTIVO;;;;;;;;;1
6790;POLVO DECOLORANTE SOL ECLAIR X 20 g;19.0000;01;2844;3384;2844;3384;3361.34453782;3781.51260504;2873.94957983;;;;4000.0000;4500.0000;3420.0000;;;;;ACTIVO;;;;9621;COLORACION;96;CUIDADO CAPILAR Y ACCESORIOS;SOL ECLAIR;1
6789;BLOQUEADOR TOTAL BLOCK YANBAL x140g;19.0000;26;41668;49585;41668;49585;40336.13445378;41176.47058824;35294.11764706;;;;48000.0000;49000.0000;42000.0000;;;;;INACTIVO;;;;;;;;;1
6788;RIZO VITAL SOBRE 15 ml;19.0000;18;613;729;613;729;840.33613445;1176.47058824;613.44537815;;;;1000.0000;1400.0000;730.0000;;;;;INACTIVO;;;;;;;;;1
6787;SH DOVE X 200 ml;19.0000;01;5698;6780;5714;6800;6722.68907563;7563.02521008;5714.28571429;;;;8000.0000;9000.0000;6800.0000;;;;7-B2-3;ACTIVO;;1310;SHAMPOO 1 EN 1;9613;SHAMPOO;96;CUIDADO CAPILAR Y ACCESORIOS;DOVE;1
6786;GOTAS CICATRIZANTE NO NIX;19.0000;08;708;842;714;850;924.36974790;1512.60504202;714.28571429;;;;1100.0000;1800.0000;850.0000;;;;4-A3-7;ACTIVO;;;;;;;;;1
6785;LOCION ARRURRU ROSADA X  800 ml;19.0000;03;34227;40731;34454;41000;41176.47058824;42016.80672269;34453.78151261;;;;49000.0000;50000.0000;41000.0000;;;;2-B2-2;ACTIVO;;;;6419;COLONIAS Y ESTUCHES BEBES;64;COSMETICOS;ARRURRU;1
6784;LOCION ARRURRU ROSADA X 220 ml;19.0000;03;19361;23040;19328;23000;22689.07563025;23529.41176471;19327.73109244;;;;27000.0000;28000.0000;23000.0000;;;;2-B2-2;ACTIVO;;1910;COLONIAS INFANTIL;6419;COLONIAS Y ESTUCHES BEBES;64;COSMETICOS;ARRURRU;1
6783;LOCION ARRURRU ROSADA X 120 ml;19.0000;03;13733;16343;13445;16000;16218.48739496;17226.89075630;13781.51260504;;;;19300.0000;20500.0000;16400.0000;;;;2-B2-2;ACTIVO;;1910;COLONIAS INFANTIL;6419;COLONIAS Y ESTUCHES BEBES;64;COSMETICOS;ARRURRU;1
6782;DES YODORA ROLL-ON MINI dama X 24 g;19.0000;01;2128;2533;2128;2533;2478.99159664;2689.07563025;2131.09243697;;;;2950.0000;3200.0000;2536.0000;;;;6-A4-5;ACTIVO;;;;40614;DESODORANTES;406;CUIDADO CORPORAL;YODORA;1
6781;HIELO MINERAL SPRAY X 250 ml;19.0000;27;11076;13180;11119;13232;12941.17647059;13865.54621849;11049.57983193;;;;15400.0000;16500.0000;13149.0000;;;;3-B10-6;ACTIVO;;;;;;;;ATHOS;1
6780;HIELO MINERAL SPRAY X 120 ml;19.0000;27;6154;7324;6189;7365;7142.85714286;7563.02521008;6119.32773109;;;;8500.0000;9000.0000;7282.0000;;;;3-B10-6;ACTIVO;;;;;;;;ATHOS;1
6779;CEPILLO CABELLO BONSHIK REF BS-39;19.0000;34;4840;5760;4840;5760;6386.55462185;6890.75630252;4840.33613445;;;;7600.0000;8200.0000;5760.0000;;;;;ACTIVO;;;;9628;ACCESORIOS CABELLO;96;CUIDADO CAPILAR Y ACCESORIOS;;1
6778;CEPILLO CABELLO BONSHIK REF BS-40;19.0000;34;4840;5760;4840;5760;6386.55462185;6890.75630252;4840.33613445;;;;7600.0000;8200.0000;5760.0000;;;;;ACTIVO;;;;9628;ACCESORIOS CABELLO;96;CUIDADO CAPILAR Y ACCESORIOS;;1
6777;CEPILLO CABELLO BONSHIK BS24;19.0000;05;4845;5766;4845;5766;6386.55462185;6890.75630252;5378.15126050;;;;7600.0000;8200.0000;6400.0000;;;;;INACTIVO;;;;9628;ACCESORIOS CABELLO;96;CUIDADO CAPILAR Y ACCESORIOS;;1
6776;TETERO PP regular neck AK2921;19.0000;02;4185;4980;4185;4980;5462.18487395;5882.35294118;4184.87394958;;;;6500.0000;7000.0000;4980.0000;;;;;INACTIVO;;;;;;;;;1
6775;TETERO only baby caja AK6261;19.0000;02;5798;6900;5798;6900;7310.92436975;7983.19327731;5798.31932773;;;;8700.0000;9500.0000;6900.0000;;;;;INACTIVO;;;;;;;;;1
6774;ACOND ANYELUZ de romero x 500 ml;19.0000;28;17075;20319;18151;21600;22689.07563025;23529.41176471;18151.26050420;;;;27000.0000;28000.0000;21600.0000;;;;7-B4-2;ACTIVO;;1420;BALSAMOS ACONDICIONADORES;9614;BALSAMOS Y ACONDICIONADORES;96;CUIDADO CAPILAR Y ACCESORIOS;ANYELUZ;1
6773;LOCION ARRURRU ROSADA X 30 mini;19.0000;03;4200;4998;4202;5000;5378.15126050;5882.35294118;4117.64705882;;;;6400.0000;7000.0000;4900.0000;;;;2-B2-3;ACTIVO;;1910;COLONIAS INFANTIL;6419;COLONIAS Y ESTUCHES BEBES;64;COSMETICOS;ARRURRU;1
6772;BLOQUEADOR NIVEA SPRAY FPS 50 X 200 ml  ADULTO;19.0000;01;28403;33800;28403;33800;33613.44537815;35294.11764706;28403.36134454;;;;40000.0000;42000.0000;33800.0000;;;;;ACTIVO;;;;40640;PROTECCION SOLAR;406;CUIDADO CORPORAL;NIVEA;1
6771;TAMPON NOSOTRAS CON APLICADOR REGULAR  X 8 + 20 PROTE LAR;0.0000;01;11011;11011;11011;11011;12900.00000000;14000.00000000;11010.00000000;;;;12900.0000;14000.0000;11010.0000;;;;4-B12-5;ACTIVO;;7010;TAMPONES;6770;PROTECCION FEMENINA;67;PAPELES Y ABSORBENTES;NOSOTRAS;1
6770;CEPILLO CABELLO ENGOL hair brush CP26E;19.0000;05;3866;4600;3866;4600;4957.98319328;5462.18487395;3865.54621849;;;;5900.0000;6500.0000;4600.0000;;;;;ACTIVO;;;;9628;ACCESORIOS CABELLO;96;CUIDADO CAPILAR Y ACCESORIOS;;1
6769;BLOQUEADOR DR DAVEY SU;19.0000;27;8319;9900;6722;7999;12605.04201681;12605.04201681;7070.58823529;;;;15000.0000;15000.0000;8414.0000;;;;;INACTIVO;;;;;;;;;1
6708;BLOQUEADOR KARITE F 50 ALOEVERA X 75 ml 68430-47;19.0000;01;4014;4776;4165;4956;8403.36134454;9243.69747899;3500.00000000;;;;10000.0000;11000.0000;4165.0000;;;;;ACTIVO;;;;40640;PROTECCION SOLAR;406;CUIDADO CORPORAL;;1
666;BRILLO VOGUE KISS ME FRESA;19.0000;9;0;0;0;0;5630.25210084;6554.62184874;3743.69747899;0E-8;0E-8;0E-8;6700.0000;7800.0000;4455.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
6470;AMPOLLETA LEHIT ACIDO HIALURONICO 15ml;19.0000;01;3323;3954;3323;3954;4537.81512605;5042.01680672;3849.57983193;;;;5400.0000;6000.0000;4581.0000;;;;;INACTIVO;;1530;TRATAMIENTOS CAPILARES;9615;TRATAMIENTO CAPILAR;96;CUIDADO CAPILAR Y ACCESORIOS;LEHIT;1
6469;ILUMINADOR MHIGN 6000;19.0000;05;4369;5199;4370;5200;5882.35294118;6722.68907563;4369.74789916;;;;7000.0000;8000.0000;5200.0000;;;;;INACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;;1
6468;CONTORNO OJOS DOLCE BELLA X 30 ml;19.0000;43;15713;18699;15713;18699;18487.39495798;19327.73109244;15713.44537815;;;;22000.0000;23000.0000;18699.0000;;;;;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;;1
6467;PERFUME PARA EL CABELLO ANYELUZ X 100 ml MORADO;19.0000;28;33613;40000;33613;40000;42016.80672269;43697.47899160;33613.44537815;;;;50000.0000;52000.0000;40000.0000;;;;;ACTIVO;;;;;;;;ANYELUZ;1
6465;RUBOR RIMOCOO R1359;19.0000;05;3109;3700;3109;3700;5042.01680672;5882.35294118;3109.24369748;;;;6000.0000;7000.0000;3700.0000;;;;;ACTIVO;;0;0;6405;MAQUILLAJE;64;COSMETICOS;;1
6464;SOMBRA SUMER COLLECTION TRENDY SC01;19.0000;14;7983;9500;7983;9500;10504.20168067;12184.87394958;7983.19327731;;;;12500.0000;14500.0000;9500.0000;;;;;INACTIVO;;;;;;;;;1
6463;RUBOR LIQUIDO RIMOCOO R1354;19.0000;05;1849;2200;1849;2200;2941.17647059;4201.68067227;1848.73949580;;;;3500.0000;5000.0000;2200.0000;;;;;ACTIVO;;0;0;6405;MAQUILLAJE;64;COSMETICOS;;1
6462;POLVO DE HADAS LIQUIDO A14;19.0000;05;2101;2500;2101;2500;3361.34453782;4201.68067227;2100.84033613;;;;4000.0000;5000.0000;2500.0000;;;;;ACTIVO;;;;;;;;;1
6461;TINTA PALETA MAGIC YOUR LIFE LC989;19.0000;05;1513;1800;1513;1800;2184.87394958;3361.34453782;1512.60504202;;;;2600.0000;4000.0000;1800.0000;;;;;ACTIVO;;;;;;;;;1
6460;TINTA PALETA RPK 923;19.0000;05;1513;1800;1513;1800;2184.87394958;3361.34453782;1512.60504202;;;;2600.0000;4000.0000;1800.0000;;;;;ACTIVO;;;;;;;;;1
6459;BRILO MAGIC LIP OIL M026;19.0000;05;1681;2000;1681;2000;2521.00840336;3361.34453782;1680.67226891;;;;3000.0000;4000.0000;2000.0000;;;;;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;;1
6458;GLITTER PARA EL CUERPO RIMOCOO R1062 R1061;19.0000;02;3529;4200;3529;4200;5882.35294118;6722.68907563;3529.41176471;;;;7000.0000;8000.0000;4200.0000;;;;;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;;1
6457;AGUA DE ROSAS MEDISLAB X 250 ml;19.0000;01;1429;1700;1429;1700;1680.67226891;2100.84033613;1428.57142857;;;;2000.0000;2500.0000;1700.0000;;;;4-A11-6;ACTIVO;;1210;LIMPIADORA;6412;TRATAMIENTOS;64;COSMETICOS;MEDISLAB;1
6456;AGUA DE ROSAS MEDISLAB X 110 ml;19.0000;01;966;1150;966;1150;1176.47058824;1512.60504202;966.38655462;;;;1400.0000;1800.0000;1150.0000;;;;4-A11-3;ACTIVO;;1210;LIMPIADORA;6412;TRATAMIENTOS;64;COSMETICOS;MEDISLAB;1
6455;ACEITE PARA PESTAÑAS PROSA;19.0000;05;10504;12500;10504;12500;15126.05042017;16806.72268908;10924.36974790;;;;18000.0000;20000.0000;13000.0000;;;;;ACTIVO;;0;0;40637;ACEITES;406;CUIDADO CORPORAL;;1
6454-2;PESTAÑINA SAMY ICONIC VOLUME;19.0000;10;12348;14694;12348;14694;14117.64705882;15126.05042017;12347.89915966;;;;16800.0000;18000.0000;14694.0000;;;;;ACTIVO;;;;;;;;;1
6454-1;PESTAÑINA SAMY ICONIC LENGTH;19.0000;10;12348;14694;12348;14694;14117.64705882;15126.05042017;12347.89915966;0E-8;0E-8;0E-8;16800.0000;18000.0000;14694.0000;0.0000;0.0000;0.0000;;ACTIVO;;;;;;;;;1
6454;PESTAÑINA SAMY ICONIC CURL;19.0000;10;12348;14694;12348;14694;14117.64705882;15126.05042017;12347.89915966;;;;16800.0000;18000.0000;14694.0000;;;;;ACTIVO;;0;0;6405;MAQUILLAJE;64;COSMETICOS;;1
6453;PROTECTOR NOSOTRAS X 150 und;0.0000;0;11604;11604;11500;11500;14100.00000000;15500.00000000;11671.00000000;;;;14100.0000;15500.0000;11671.0000;;;;4-B12-6;ACTIVO;;;;6760;PROTECTORES DIARIOS;67;PAPELES Y ABSORBENTES;NOSOTRAS;1
6452;CREMA EXFOLIANTE SHE MUA X 500 ml;19.0000;01;3025;3600;3025;3600;4033.61344538;5042.01680672;3025.21008403;;;;4800.0000;6000.0000;3600.0000;;;;2-A3-4;ACTIVO;;;;40613;CREMAS DE MANOS Y CORPORAL;406;CUIDADO CORPORAL;;1
6451;CREMA EXFOLIANTE SHE MUA X 1000 ml;19.0000;01;4370;5200;4370;5200;5882.35294118;6722.68907563;4369.74789916;;;;7000.0000;8000.0000;5200.0000;;;;2-A3-5;ACTIVO;;;;40613;CREMAS DE MANOS Y CORPORAL;406;CUIDADO CORPORAL;;1
6450;MANTEQUILLA SHE MAU X 220 ml;19.0000;01;5882;7000;5882;7000;8403.36134454;9243.69747899;5882.35294118;;;;10000.0000;11000.0000;7000.0000;;;;;ACTIVO;;;;;;;;;1
6449;POLVO SUELTO DOLCE BELLA GLOW X 4 g;19.0000;43;13697;16300;13697;16300;16218.48739496;16806.72268908;13697.47899160;;;;19300.0000;20000.0000;16300.0000;;;;;ACTIVO;;0;0;6405;MAQUILLAJE;64;COSMETICOS;;1
6448;MANTEQUILLA DOLCE BELLA X 170 g;19.0000;43;12185;14500;12185;14500;14537.81512605;15546.21848739;12184.87394958;;;;17300.0000;18500.0000;14500.0000;;;;;ACTIVO;;1616;V16 NATURISTAS;9116;V VARIOS;91;OTC;;1
6447;ESPUMA LIMPIADORA DOLCE BELLA X 150 ml DB015;19.0000;43;10924;13000;10924;13000;12941.17647059;14285.71428571;10924.36974790;;;;15400.0000;17000.0000;13000.0000;;;;1-A7-6;ACTIVO;;;;9852;PREPARACION PARA AFEITAR;98;CUIDADO ORAL Y AFEITADA;;1
6446;LABIAL DOLCE BELLA MATE Y CREMOSO VG8103-M;19.0000;43;4622;5500;4622;5500;5546.21848739;6302.52100840;4621.84873950;;;;6600.0000;7500.0000;5500.0000;;;;;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;;1
6445;KIT ENGOL 3 EN 1 EMPODERADA IRC-255;19.0000;05;7345;8740;7345;8740;9831.93277311;10924.36974790;7344.53781513;;;;11700.0000;13000.0000;8740.0000;;;;;ACTIVO;;;;;;;;;1
6444;BRILLO ENGOL LIP GLOSS FR1888;19.0000;05;1933;2300;1933;2300;2773.10924370;3781.51260504;1932.77310924;;;;3300.0000;4500.0000;2300.0000;;;;;ACTIVO;;0;0;6405;MAQUILLAJE;64;COSMETICOS;;1
6443;BRILLO ENGOL SHINE GLS-735;19.0000;01;2706;3220;2706;3220;3781.51260504;4621.84873950;2705.88235294;;;;4500.0000;5500.0000;3220.0000;;;;;ACTIVO;;0;0;6405;MAQUILLAJE;64;COSMETICOS;;1
6442;BRILLO ENGOL APLICADOR LIP OIL GLF83;19.0000;05;2706;3220;2706;3220;3781.51260504;4621.84873950;2705.88235294;;;;4500.0000;5500.0000;3220.0000;;;;;ACTIVO;;;;;;;;;1
6441;BRILLO ENGOL APLICADOR ANIMALES FR1887;19.0000;05;1933;2300;1933;2300;2773.10924370;3781.51260504;1932.77310924;;;;3300.0000;4500.0000;2300.0000;;;;;ACTIVO;;;;;;;;;1
6440;BRILLO ENGOLESCARCHA LGS-239;19.0000;01;3479;4140;3479;4140;4705.88235294;5882.35294118;3478.99159664;;;;5600.0000;7000.0000;4140.0000;;;;;ACTIVO;;;;;;;;;1
6439;MAQUINA GILLETT STAR 3 + 3 REPUESTOS;19.0000;01;2773;3300;2773;3300;5882.35294118;7142.85714286;2773.10924370;;;;7000.0000;8500.0000;3300.0000;;;;;ACTIVO;;0;0;9855;HOJAS Y MAQUINAS HOMBRE;98;CUIDADO ORAL Y AFEITADA;GILLETTE;1
6438-2;RUBOR LIQUIDO ATENEA RUSSET;19.0000;35;15126;18000;15126;18000;18907.56302521;20168.06722689;13915.96638655;;;;22500.0000;24000.0000;16560.0000;;;;;ACTIVO;;;;;;;;;1
6438-1;RUBOR LIQUIDO ATENEA FLIRTY;19.0000;35;15126;18000;;;18907.56302521;20168.06722689;13915.96638655;;;;22500.0000;24000.0000;16560.0000;;;;;ACTIVO;;;;;;;;;1
6438;RUBOR LIQUIDO ATENEA CHILI;19.0000;35;15126;18000;15126;18000;18907.56302521;20168.06722689;13915.96638655;;;;22500.0000;24000.0000;16560.0000;;;;;ACTIVO;;0;0;6405;MAQUILLAJE;64;COSMETICOS;;1
6437-1;TINTA SAMY PARA LABIOS #02;19.0000;10;8079;9614;8079;9614;8991.59663866;10084.03361345;8078.99159664;;;;10700.0000;12000.0000;9614.0000;;;;;ACTIVO;;;;;;;;;1
6437;TINTA SAMY PARA LABIOS #01;19.0000;10;8071;9605;8079;9614;8991.59663866;10084.03361345;8078.99159664;;;;10700.0000;12000.0000;9614.0000;;;;1-B3-4;ACTIVO;;;;;;;;;1
6436;TINTA JELLY FANTASY;19.0000;01;10084;12000;10084;12000;11344.53781513;12184.87394958;10084.03361345;;;;13500.0000;14500.0000;12000.0000;;;;;ACTIVO;;;;;;;;;1
6435;RUBOR MyK -6135;19.0000;53;3847;4578;3847;4578;5210.08403361;5882.35294118;3847.05882353;;;;6200.0000;7000.0000;4578.0000;;;;;ACTIVO;;0;0;6405;MAQUILLAJE;64;COSMETICOS;;1
6434;DESMAQUILLADOR TRIFASICO X 120 ml MyK-8060;19.0000;53;7184;8549;7184;8549;9579.83193277;10504.20168067;7184.03361345;;;;11400.0000;12500.0000;8549.0000;;;;;ACTIVO;;;;6412;TRATAMIENTOS;64;COSMETICOS;;1
6433;PRIMER MyK 6097;19.0000;53;7185;8550;7185;8550;8991.59663866;10084.03361345;7184.87394958;;;;10700.0000;12000.0000;8550.0000;;;;;ACTIVO;;;;;;;;;1
6432;PALETA MyK SUNSET X 3 -  6109;19.0000;53;9076;10800;9076;10800;12605.04201681;13445.37815126;9075.63025210;;;;15000.0000;16000.0000;10800.0000;;;;1-A10-2;ACTIVO;;;;;;;;;1
6431;CEPI PRO 425  X 2 UN;19.0000;01;5042;6000;5042;6000;6050.42016807;6554.62184874;5042.01680672;;;;7200.0000;7800.0000;6000.0000;;;;3-A2-2;ACTIVO;;;;9810;CEPILLOS DENTALES;98;CUIDADO ORAL Y AFEITADA;PRO;1
6430;CEPI ORAL B X 1 COMPLETE;19.0000;01;2689;3200;2689;3200;4033.61344538;4621.84873950;3193.27731092;;;;4800.0000;5500.0000;3800.0000;;;;;INACTIVO;;0;0;9810;CEPILLOS DENTALES;98;CUIDADO ORAL Y AFEITADA;ORAL-B;1
6429;CEPI ORAL B X 2 UN COMPLETE;19.0000;01;6723;8000;6723;8000;7983.19327731;9243.69747899;6722.68907563;;;;9500.0000;11000.0000;8000.0000;;;;;ACTIVO;;;;9810;CEPILLOS DENTALES;98;CUIDADO ORAL Y AFEITADA;ORAL-B;1
6428;CEPI ORAL B X 2 UN 7 beneficios;19.0000;01;12185;14500;12185;14500;14285.71428571;15126.05042017;12184.87394958;;;;17000.0000;18000.0000;14500.0000;;;;;ACTIVO;;;;9810;CEPILLOS DENTALES;98;CUIDADO ORAL Y AFEITADA;ORAL-B;1
6427;SPLASH GLOW X 200 ml;19.0000;0;5573;6632;5573;6632;7563.02521008;7983.19327731;5321.00840336;;;;9000.0000;9500.0000;6332.0000;;;;;ACTIVO;;0;0;6438;FRAGANCIAS;64;COSMETICOS;;1
6426;CREMA DE MANOS VLASY CON DISPENZADOR X 200 ml;19.0000;51;5321;6332;5321;6332;7563.02521008;7983.19327731;5321.00840336;;;;9000.0000;9500.0000;6332.0000;;;;;ACTIVO;;;;40613;CREMAS DE MANOS Y CORPORAL;406;CUIDADO CORPORAL;VLASY;1
6425;SPLASH VLASY CON DISPENZADOR X 200 ml;19.0000;51;5321;6332;5321;6332;7983.19327731;8823.52941176;5321.00840336;;;;9500.0000;10500.0000;6332.0000;;;;;ACTIVO;;0;0;6438;FRAGANCIAS;64;COSMETICOS;;1
6424;PESTAÑAS MONTOC POKET LASH MIA;19.0000;15;4154;4943;4034;4800;6302.52100840;7142.85714286;4033.61344538;;;;7500.0000;8500.0000;4800.0000;;;;;ACTIVO;;;;;;;;;1
6262;KIT ANYELUZ VERDE;19.0000;0;0;0;;;205042.01680672;205042.01680672;160714.28571429;;;;244000.0000;244000.0000;191250.0000;;;;;INACTIVO;;;;9615;TRATAMIENTO CAPILAR;96;CUIDADO CAPILAR Y ACCESORIOS;;1
6233;SH SAVITAL X 100 COMPLEJO HIALURONICO;19.0000;01;2055;2446;2055;2446;2521.00840336;2941.17647059;2100.84033613;;;;3000.0000;3500.0000;2500.0000;;;;7-B2-7;ACTIVO;;1310;SHAMPOO 1 EN 1;9613;SHAMPOO;96;CUIDADO CAPILAR Y ACCESORIOS;SAVITAL;1
6223;NECESER WASHBAG 5012;19.0000;01;7480;8901;7480;8901;9243.69747899;10924.36974790;6285.71428571;;;;11000.0000;13000.0000;7480.0000;;;;;INACTIVO;;;;;;;;;1
6222;SH MINOXIDIL HIDRONUTRIVO POTE X 400 ml;19.0000;01;15692;18673;15692;18673;22016.80672269;23109.24369748;17586.55462185;;;;26200.0000;27500.0000;20928.0000;;;;;INACTIVO;;1310;SHAMPOO 1 EN 1;9613;SHAMPOO;96;CUIDADO CAPILAR Y ACCESORIOS;MYE;1
6221;LABIAL EN BARRA ATENEA MATE CLASSIC COFFEE;19.0000;35;12604;14999;12604;14999;15042.01680672;15966.38655462;12604.20168067;;;;17900.0000;19000.0000;14999.0000;;;;;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;;1
6220-4;LABIAL ATENEA LIQUIDO VELVET ROSE PETAL;19.0000;35;11884;14142;12604;14999;15042.01680672;15966.38655462;12604.20168067;0E-8;0E-8;0E-8;17900.0000;19000.0000;14999.0000;0.0000;0.0000;0.0000;;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;;1
6220-3;LABIAL ATENEA LIQUIDO VELVET MACCHIATO;19.0000;35;12499;14874;12604;14999;15042.01680672;15966.38655462;12604.20168067;0E-8;0E-8;0E-8;17900.0000;19000.0000;14999.0000;0.0000;0.0000;0.0000;;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;;1
6220-2;LABIAL ATENEA LIQUIDO VELVET OLD ROSE;19.0000;35;12604;14999;12604;14999;15042.01680672;15966.38655462;12604.20168067;0E-8;0E-8;0E-8;17900.0000;19000.0000;14999.0000;0.0000;0.0000;0.0000;;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;;1
6220-1;LABIAL ATENEA LIQUIDO VELVET DULL PINK;19.0000;35;12598;14991;12604;14999;15042.01680672;15966.38655462;12604.20168067;0E-8;0E-8;0E-8;17900.0000;19000.0000;14999.0000;0.0000;0.0000;0.0000;;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;;1
6220;LABIAL ATENEA LIQUIDO VELVET RED WINE;19.0000;35;12604;14999;12604;14999;15042.01680672;15966.38655462;12604.20168067;;;;17900.0000;19000.0000;14999.0000;;;;;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;;1
6219;TOALLA NOSOTRAS DELGADAS x 8;0.0000;01;1972;1972;1987;1987;2350.00000000;3000.00000000;1997.00000000;;;;2350.0000;3000.0000;1997.0000;;;;3-A6-3;ACTIVO;;;;6770;PROTECCION FEMENINA;67;PAPELES Y ABSORBENTES;NOSOTRAS;1
6218;GEL DE LIMPIEZA HIDRATANTE REVITALIFT X 150 ml 9646.;19.0000;09;22813;27148;22813;27148;26554.62184874;27731.09243697;21522.68907563;;;;31600.0000;33000.0000;25612.0000;;;;;ACTIVO;;;;6412;TRATAMIENTOS;64;COSMETICOS;L OREAL;1
6217;EXPRESS ACLARA ANTI MANCHAS VITAMINA C X 150 ml  2302.;19.0000;09;19328;23000;19328;23000;24285.71428571;25210.08403361;20666.38655462;;;;28900.0000;30000.0000;24593.0000;;;;2-A2-1;ACTIVO;;;;6412;TRATAMIENTOS;64;COSMETICOS;GARNIER;1
6216;CREM PEINAR GARNIER FRUCTIS X 300 ml   2317.;19.0000;09;20412;24290;20412;24290;23949.57983193;25210.08403361;20410.92436975;;;;28500.0000;30000.0000;24289.0000;;;;;ACTIVO;;;;9615;TRATAMIENTO CAPILAR;96;CUIDADO CAPILAR Y ACCESORIOS;GARNIER;1
6215;CORRECTOR LIQUIDO VOGUE RESIST COLAPSIBLE X 7 ml  698. 704. 711. 728.;19.0000;09;8845;10525;9328;11100;11260.50420168;11764.70588235;9327.73109244;;;;13400.0000;14000.0000;11100.0000;;;;;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;VOGUE;1
6214;DES REXONA CLINICALTUBO HOMBRE x 60 ml;19.0000;01;4461;5308;4551;5416;5378.15126050;5714.28571429;4551.26050420;;;;6400.0000;6800.0000;5416.0000;;;;6-A1-3;ACTIVO;;;;40616;DESODORANTES HOMBRE;406;CUIDADO CORPORAL;REXONA;1
6213;DES REXONA CLINICALTUBO DAMA X 60 ml;19.0000;01;4551;5416;4551;5416;5378.15126050;5714.28571429;4551.26050420;;;;6400.0000;6800.0000;5416.0000;;;;6-A1-3;ACTIVO;;;;40617;DESODORANTES MUJER;406;CUIDADO CORPORAL;REXONA;1
6212;KIT BROCHAS ATENEA LULA X 6 COOKIE KL17;19.0000;35;23529;28000;23529;28000;28571.42857143;30252.10084034;23529.41176471;;;;34000.0000;36000.0000;28000.0000;;;;;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;;1
6211;SOMBRA ATENEA SUBLIME ROSE X 12;19.0000;35;23529;28000;23529;28000;29411.76470588;31092.43697479;23529.41176471;;;;35000.0000;37000.0000;28000.0000;;;;;ACTIVO;;;;;;;;;1
6210;PRIMER ATENEA ESSENTIAL  X 30 ml;19.0000;35;15966;19000;15966;19000;20084.03361345;21008.40336134;15966.38655462;;;;23900.0000;25000.0000;19000.0000;;;;;ACTIVO;;;;;;;;;1
